time, 1, 6, x, y, z
0, 0, 0, 0, 0, 0
1756,0.0,0.0,0.0,0.0189363956451416,0.0
1756,0.0,0.0,-0.09895473718643188,0.0189363956451416,0.0
1756,0.0,0.0,-0.09895473718643188,0.0189363956451416,0.0
1756,0.0,0.0,-0.09895473718643188,0.0189363956451416,0.0
1756,0.0,1.0,-0.09895473718643188,0.0189363956451416,0.0
2143,0.0,1.0,-0.13652247190475464,0.0189363956451416,0.0
2147,0.0,1.0,-0.1774776577949524,0.0189363956451416,0.0
2156,0.0,1.0,-0.27644771337509155,0.0189363956451416,0.0
2163,0.0,1.0,-0.27644771337509155,0.028427600860595703,0.0
2163,0.0,1.0,-0.3822537660598755,0.028427600860595703,0.0
2171,0.0,1.0,-0.3822537660598755,0.0347447395324707,0.0
2171,0.0,1.0,-0.549431562423706,0.0347447395324707,0.0
2175,0.0,1.0,-0.549431562423706,0.047409772872924805,0.0
2175,0.0,1.0,-0.65181964635849,0.047409772872924805,0.0
2183,0.0,1.0,-0.65181964635849,0.060074806213378906,0.0
2183,0.0,1.0,-0.8190585374832153,0.060074806213378906,0.0
2191,0.0,1.0,-0.8190585374832153,0.07270920276641846,0.0
2191,0.0,1.0,-0.9146105051040649,0.07270920276641846,0.0
2191,0.0,1.0,-0.9146105051040649,0.07270920276641846,0.0
2199,0.0,1.0,-1.0,0.07270920276641846,0.0
2199,0.0,1.0,-1.0,0.07270920276641846,0.0
2203,0.0,1.0,-1.0,0.07588315010070801,0.0
2656,0.0,1.0,-1.0,0.0663919448852539,0.0
3623,0.0,1.0,-1.0,0.09803926944732666,0.0
3627,0.0,1.0,-1.0,0.13600361347198486,0.0
3627,0.0,1.0,-1.0,0.13600361347198486,0.0
3636,0.0,1.0,-1.0,0.16450750827789307,0.0
3636,0.0,1.0,-0.9897153973579407,0.16450750827789307,0.0
3636,0.0,1.0,-0.9897153973579407,0.16450750827789307,0.0
3643,0.0,1.0,-0.9897153973579407,0.16765081882476807,0.0
3643,0.0,1.0,-0.8565956950187683,0.16765081882476807,0.0
3651,0.0,1.0,-0.8565956950187683,0.025253653526306152,0.0
3651,0.0,1.0,-0.2218204140663147,0.025253653526306152,0.0
3655,0.0,1.0,-0.2218204140663147,-0.05070573091506958,0.0
3655,0.0,1.0,0.037552475929260254,-0.05070573091506958,0.0
3663,0.0,1.0,0.037552475929260254,-0.047531843185424805,0.0
3663,0.0,1.0,-0.08873122930526733,-0.047531843185424805,0.0
3671,0.0,1.0,-0.08873122930526733,-0.019058525562286377,0.0
3671,0.0,1.0,-0.09214925765991211,-0.019058525562286377,0.0
3679,0.0,1.0,-0.09214925765991211,0.0157625675201416,0.0
3679,0.0,1.0,-0.08873122930526733,0.0157625675201416,0.0
3755,0.0,1.0,-0.08873122930526733,0.00944530963897705,0.0
3755,0.0,1.0,-0.08531320095062256,0.00944530963897705,0.0
3755,0.0,0.0,-0.08531320095062256,0.00944530963897705,0.0
3763,0.0,0.0,-0.08531320095062256,0.006271481513977051,0.0
7459,0.0,0.0,-0.08531320095062256,0.00944530963897705,0.0
7459,0.0,0.0,-0.09895473718643188,0.00944530963897705,0.0
7463,0.0,0.0,-0.09895473718643188,0.006271481513977051,0.0
7463,0.0,0.0,-0.10920882225036621,0.006271481513977051,0.0
7471,0.0,0.0,-0.10920882225036621,0.00944530963897705,0.0
7471,0.0,0.0,-0.1296864151954651,0.00944530963897705,0.0
7471,0.0,0.0,-0.1296864151954651,0.00944530963897705,0.0
7479,0.0,0.0,-0.1433280110359192,0.00944530963897705,0.0
7479,0.0,0.0,-0.1433280110359192,0.00944530963897705,0.0
7479,0.0,0.0,-0.1433280110359192,0.00944530963897705,0.0
7487,0.0,0.0,-0.19453728199005127,0.00944530963897705,0.0
7487,0.0,0.0,-0.19453728199005127,0.00944530963897705,0.0
7491,0.0,0.0,-0.24571603536605835,0.00944530963897705,0.0
7491,0.0,0.0,-0.24571603536605835,0.00944530963897705,0.0
7499,0.0,0.0,-0.31398487091064453,0.00944530963897705,0.0
7499,0.0,0.0,-0.31398487091064453,0.00944530963897705,0.0
7507,0.0,0.0,-0.3958953022956848,0.00944530963897705,0.0
7507,0.0,0.0,-0.3958953022956848,0.00944530963897705,0.0
7515,0.0,0.0,-0.5153124332427979,0.00944530963897705,0.0
7515,0.0,0.0,-0.5153124332427979,0.00944530963897705,0.0
7519,0.0,0.0,-0.6040588617324829,0.00944530963897705,0.0
7519,0.0,0.0,-0.6040588617324829,0.00944530963897705,0.0
7527,0.0,0.0,-0.7303120493888855,0.00944530963897705,0.0
7535,0.0,0.0,-0.7303120493888855,0.012588739395141602,0.0
7535,0.0,0.0,-0.8463721871376038,0.012588739395141602,0.0
7543,0.0,0.0,-0.8907148838043213,0.012588739395141602,0.0
7547,0.0,0.0,-0.8907148838043213,0.00944530963897705,0.0
7547,0.0,0.0,-0.9965209364891052,0.00944530963897705,0.0
7555,0.0,0.0,-1.0,0.00944530963897705,0.0
7555,0.0,0.0,-1.0,0.00944530963897705,0.0
7816,0.0,0.0,-1.0,0.00944530963897705,0.0
7824,0.0,0.0,-0.9009689688682556,0.00944530963897705,0.0
7824,0.0,0.0,-0.9009689688682556,0.00944530963897705,0.0
7832,0.0,0.0,-0.8224765062332153,0.00944530963897705,0.0
7836,0.0,0.0,-0.7166705131530762,0.00944530963897705,0.0
7836,0.0,0.0,-0.7166705131530762,0.00944530963897705,0.0
7844,0.0,0.0,-0.6006408929824829,0.00944530963897705,0.0
7844,0.0,0.0,-0.6006408929824829,0.00944530963897705,0.0
7852,0.0,0.0,-0.6006408929824829,0.012588739395141602,0.0
7852,0.0,0.0,-0.4880293011665344,0.012588739395141602,0.0
7860,0.0,0.0,-0.4880293011665344,0.00944530963897705,0.0
7860,0.0,0.0,-0.30714887380599976,0.00944530963897705,0.0
7864,0.0,0.0,-0.1603875756263733,0.00944530963897705,0.0
8216,0.0,0.0,-0.18086516857147217,0.00944530963897705,0.0
8223,0.0,0.0,-0.18086516857147217,0.006271481513977051,0.0
8224,0.0,0.0,-0.21843290328979492,0.006271481513977051,0.0
8228,0.0,0.0,-0.21843290328979492,0.00944530963897705,0.0
8228,0.0,0.0,-0.31398487091064453,0.00944530963897705,0.0
8235,0.0,0.0,-0.39247727394104004,0.00944530963897705,0.0
8244,0.0,0.0,-0.4880293011665344,0.00944530963897705,0.0
8251,0.0,0.0,-0.5664911866188049,0.00944530963897705,0.0
8255,0.0,0.0,-0.5664911866188049,0.006271481513977051,0.0
8255,0.0,0.0,-0.5869687795639038,0.006271481513977051,0.0
8265,0.0,0.0,-0.5869687795639038,0.00944530963897705,0.0
8265,0.0,0.0,-0.6040588617324829,0.00944530963897705,0.0
8265,0.0,0.0,-0.6040588617324829,0.00944530963897705,0.0
8344,0.0,0.0,-0.6040588617324829,0.006271481513977051,0.0
8344,0.0,0.0,-0.5835813283920288,0.006271481513977051,0.0
8344,0.0,0.0,-0.5835813283920288,0.006271481513977051,0.0
8347,0.0,0.0,-0.5835813283920288,0.00944530963897705,0.0
8347,0.0,0.0,-0.4778057336807251,0.00944530963897705,0.0
8347,0.0,0.0,-0.4778057336807251,0.00944530963897705,0.0
8355,0.0,0.0,-0.3685816526412964,0.00944530963897705,0.0
8355,0.0,0.0,-0.3685816526412964,0.00944530963897705,0.0
8363,0.0,0.0,-0.22523844242095947,0.00944530963897705,0.0
8372,0.0,0.0,-0.16722363233566284,0.00944530963897705,0.0
8699,0.0,0.0,-0.16722363233566284,0.006271481513977051,0.0
8699,0.0,0.0,-0.17064166069030762,0.006271481513977051,0.0
8699,1.0,0.0,-0.17064166069030762,0.006271481513977051,0.0
8707,1.0,0.0,-0.1740596890449524,0.006271481513977051,0.0
9892,1.0,0.0,-0.17064166069030762,0.006271481513977051,0.0
9892,0.0,0.0,-0.17064166069030762,0.006271481513977051,0.0
9900,0.0,0.0,-0.17064166069030762,0.00944530963897705,0.0
9900,0.0,0.0,-0.16722363233566284,0.00944530963897705,0.0
10219,0.0,0.0,-0.16722363233566284,0.006271481513977051,0.0
10219,0.0,0.0,-0.16722363233566284,0.006271481513977051,0.0
10227,0.0,0.0,-0.17064166069030762,0.006271481513977051,0.0
10227,0.0,0.0,-0.17064166069030762,0.006271481513977051,0.0
10235,0.0,0.0,-0.16722363233566284,0.006271481513977051,0.0
10235,0.0,0.0,-0.16722363233566284,0.006271481513977051,0.0
10243,0.0,0.0,-0.17064166069030762,0.006271481513977051,0.0
10243,0.0,0.0,-0.17064166069030762,0.006271481513977051,0.0
10247,0.0,0.0,-0.17064166069030762,0.006271481513977051,0.0
